EHE22_16350	ENOG4105C7B_90	90.4	418	40	0	1	1254	31	448	5.0e-223	777.7

EHE22_16355	ENOG4105C1J_1004	80.4	465	77	4	145	1539	4	454	1.0e-188	664.1

EHE22_16360	ENOG4105C6T_794	90.6	342	32	0	1	1026	20	361	4.6e-182	641.3

EHE22_16365	ENOG4106ZHN_80	86.9	245	32	0	1	735	1	245	7.0e-124	447.6

EHE22_16370	ENOG4105KHC_970	85.2	284	42	0	1	852	4	287	9.4e-141	503.8

EHE22_16375	ENOG4108VVP_75	80.2	172	34	0	1	516	1	172	3.4e-77	292.0

EHE22_16380	ENOG4105BZU_37998	86.2	261	36	0	786	4	3	263	1.3e-120	436.8

EHE22_16385	ENOG4107ANY_1	71.7	53	15	0	162	4	1	53	3.2e-05	51.2

EHE22_16390	ENOG4105CYC_157	93.1	494	34	0	1491	10	9	502	8.7e-267	923.3

EHE22_16395	ENOG4105H62_2	76.0	125	30	0	1	375	1	125	7.6e-50	200.7

EHE22_16400	ENOG4105F9F_651	61.4	329	127	0	1011	25	1	329	2.9e-120	436.0

EHE22_16405	ENOG4107JK4_25	85.8	267	38	0	804	4	10	276	1.3e-129	466.8

EHE22_16410	ENOG4105DHU_75	88.4	328	38	0	987	4	17	344	8.9e-159	563.9

EHE22_16415	ENOG4105CMR_440	92.8	335	24	0	1008	4	1	335	2.4e-188	662.1

EHE22_16420	ENOG4105DXN_154	86.5	274	37	0	1	822	1	274	6.5e-131	471.1

EHE22_16425	ENOG4105EW6_177	83.1	201	34	0	606	4	1	201	9.5e-95	350.5

EHE22_16430	ENOG41069NU_59	84.5	194	30	0	585	4	31	224	2.0e-94	349.4

EHE22_16440	ENOG4107W34_50	83.4	295	49	0	1	885	99	393	1.4e-134	483.4

EHE22_16445	ENOG4105C22_167	93.3	655	44	0	1971	7	17	671	0.0e+00	1267.3

EHE22_16450	ENOG4105DZ1_609	72.0	407	109	3	1218	4	1	404	1.8e-161	573.2

EHE22_16455	ENOG4105VAS_180	71.7	120	32	1	372	13	1	118	1.4e-51	206.5

EHE22_16460	ENOG4108UZS_76	85.6	146	21	0	441	4	1	146	1.4e-68	263.1

EHE22_16465	ENOG4105EUJ_494	81.7	213	32	2	1	618	1	213	8.5e-91	337.4

EHE22_16470	ENOG4105K8F_632	89.4	141	15	0	1	423	1	141	1.1e-70	270.0

EHE22_16475	ENOG4105D78_575	88.2	314	37	0	1	942	1	314	1.4e-161	573.2

EHE22_16485	ENOG4105DSV_7	92.6	297	22	0	894	4	1	297	6.8e-158	560.8

EHE22_16500	ENOG4107UI6_113	53.5	370	163	6	1101	4	1	365	1.1e-96	357.8

EHE22_16510	ENOG4106CAT_7	63.2	87	29	2	300	43	66	150	3.7e-23	112.8

EHE22_16545	ENOG4105UMD_36	42.6	235	126	4	735	31	1	226	3.3e-49	199.5

EHE22_16555	ENOG4108PNI_46	31.9	207	119	7	1149	580	58	259	6.9e-15	86.3

EHE22_16570	ENOG41078AV_17	39.2	426	258	1	1278	4	1	426	1.5e-77	294.7

EHE22_16575	ENOG4105UZT_20	27.7	188	120	3	588	25	75	246	5.8e-13	79.0

EHE22_16595	ENOG4106040_9	44.6	121	66	1	58	420	7	126	3.1e-16	90.5

EHE22_16610	ENOG4105Q8M_21	38.6	88	41	2	100	360	88	163	1.6e-07	60.1

EHE22_16630	ENOG4105C9G_328	68.5	108	33	1	22	342	14	121	1.7e-40	169.5

EHE22_16635	ENOG4105CDU_1065	24.4	459	315	11	37	1362	30	473	8.2e-25	119.4

EHE22_16660	ENOG41081PS_4	60.4	134	53	0	447	46	465	598	3.8e-40	168.7

EHE22_16665	ENOG41081PS_4	39.2	449	182	6	1101	7	1	442	2.4e-75	287.0

EHE22_16670	ENOG4105CZ8_832	37.8	370	216	7	1095	4	12	373	4.5e-61	239.6

EHE22_16675	ENOG410753Z_2	40.0	55	33	0	171	7	69	123	3.7e-06	54.7

EHE22_16685	ENOG4105E1T_108	29.9	278	144	13	807	4	34	270	2.1e-15	87.4

EHE22_16700	ENOG4107813_1	40.0	235	108	6	648	4	7	228	1.4e-27	127.5

EHE22_16710	ENOG4105RH2_14	42.5	212	113	4	627	7	15	222	3.6e-44	182.6

EHE22_16715	ENOG4105J03_107	46.4	384	194	6	1137	7	11	389	1.2e-85	321.2

EHE22_16735	ENOG4105R55_207	44.0	327	173	5	975	7	10	330	8.4e-72	275.0

EHE22_16760	ENOG4105VUZ_4	47.5	301	158	0	906	4	1	301	7.1e-78	295.0

EHE22_16825	ENOG4105HQK_35	56.5	642	266	4	40	1959	10	640	8.5e-220	767.7

EHE22_16835	ENOG4105CFS_98	43.8	505	267	8	1	1509	3	492	4.0e-113	412.9

EHE22_16840	ENOG4107TV9_33	38.4	704	392	11	1	2100	19	684	7.8e-128	462.2

EHE22_16845	ENOG41060GK_19	57.1	105	44	1	4	315	3	107	2.0e-22	109.4

EHE22_16860	ENOG4105TAK_1	37.7	239	141	5	37	744	1	234	8.7e-37	158.3

EHE22_16865	ENOG410873K_1	39.1	174	101	3	25	534	10	182	8.4e-26	121.3

EHE22_16875	ENOG41085HJ_1	42.2	135	72	2	7	408	2	131	4.1e-20	102.1

EHE22_16880	ENOG4105F1E_67	54.5	297	134	1	4	891	6	302	1.4e-81	307.4

EHE22_16885	ENOG4107BZG_1	48.4	428	205	5	16	1278	4	422	9.6e-105	384.8

EHE22_16890	ENOG4108KYZ_8	65.7	735	249	2	4	2202	30	763	2.9e-282	975.3

EHE22_16895	ENOG4105Y1Y_2	25.1	680	329	15	1	1959	1	527	3.3e-25	121.3

EHE22_16900	ENOG410754A_2	51.2	127	60	2	142	516	77	203	1.7e-26	123.6

EHE22_16905	ENOG4105Y1Y_2	36.8	315	179	8	58	963	261	568	3.0e-34	150.2

EHE22_16910	ENOG4107QJC_115	62.8	487	175	2	1	1458	1	482	7.5e-146	521.5

EHE22_16915	ENOG4105R3B_1	60.9	169	66	0	1	507	1	169	3.9e-57	225.3

EHE22_16925	ENOG4105Z1T_10	32.1	963	569	17	1	2817	1	902	7.6e-62	243.4

EHE22_16935	ENOG4105DAR_38	42.0	324	186	1	10	975	3	326	7.3e-64	248.8

EHE22_16940	ENOG4105YXG_18	47.6	63	33	0	52	240	6	68	1.4e-09	66.2

EHE22_16945	ENOG4105JEA_1	59.3	172	70	0	4	519	67	238	7.3e-53	211.8

EHE22_16950	ENOG410692D_2	30.4	112	69	2	121	456	20	122	1.4e-04	50.8

EHE22_16970	ENOG4105X1Q_114	82.6	69	12	0	1	207	1	69	2.0e-23	112.1

EHE22_16975	ENOG4105C04_1139	89.0	374	41	0	1125	4	1	374	4.6e-196	688.0

EHE22_16980	ENOG4105C1G_3356	96.2	394	15	0	1185	4	1	394	6.1e-223	777.3

EHE22_16985	ENOG4105ETT_686	85.8	302	43	0	1	906	1	302	5.3e-145	518.1

EHE22_16990	ENOG4105DEN_411	87.2	327	42	0	984	4	1	327	4.5e-163	578.2

EHE22_16995	ENOG4105BZS_82	89.5	1029	108	0	3090	4	1	1029	0.0e+00	1729.9

EHE22_17000	ENOG410624X_297	75.5	387	81	1	1131	13	26	412	8.9e-155	550.8

EHE22_17005	ENOG4105WGG_65	74.7	178	45	0	1	534	25	202	4.6e-72	275.0

EHE22_17010	ENOG4105C6U_562	94.1	376	22	0	1131	4	8	383	5.3e-208	727.6

EHE22_17015	ENOG4105E2N_1210	93.8	355	22	0	1071	7	1	355	1.9e-194	682.6

EHE22_17020	ENOG4108R5K_1568	95.2	168	8	0	507	4	1	168	5.5e-88	327.8

EHE22_17025	ENOG4108R5K_1411	79.7	192	33	1	567	10	1	192	8.1e-80	300.8

EHE22_17030	ENOG4108ZEF_752	90.9	164	15	0	495	4	1	164	9.5e-77	290.4

EHE22_17035	ENOG4105C24_2180	93.6	925	56	2	2775	4	13	935	0.0e+00	1697.6

EHE22_17040	ENOG4105EZI_335	95.2	209	10	0	1	627	1	209	4.1e-101	371.7

EHE22_17045	ENOG4105S7S_96	96.9	290	9	0	873	4	1	290	2.4e-152	542.3

EHE22_17050	ENOG4105S7S_317	95.9	290	12	0	873	4	1	290	4.0e-147	525.0

EHE22_17055	ENOG4105EHI_141	97.8	313	7	0	942	4	1	313	1.5e-171	606.3

EHE22_17060	ENOG4105D5T_110	98.2	275	5	0	828	4	1	275	1.8e-149	532.7

EHE22_17065	ENOG4105MFQ_169	87.0	192	25	0	579	4	3	194	5.7e-89	331.3

EHE22_17070	ENOG4105FD8_132	97.4	379	10	0	1140	4	1	379	8.6e-206	720.3

EHE22_17075	ENOG4105EQK_76	94.5	218	12	0	657	4	1	218	2.6e-98	362.5

EHE22_17080	ENOG4105HRV_105	95.4	239	11	0	720	4	1	239	2.8e-122	442.2

EHE22_17085	ENOG4105ENV_147	94.6	258	14	0	777	4	22	279	6.8e-138	494.2

EHE22_17090	ENOG4105FT8_76	97.0	297	9	0	894	4	1	297	3.3e-168	595.1

EHE22_17095	ENOG4105EKV_161	94.1	354	21	0	1062	1	1	354	1.9e-191	672.5

EHE22_17100	ENOG4105KZ6_125	72.4	199	55	0	663	67	10	208	1.3e-76	290.4

EHE22_17105	ENOG4105KQZ_22	83.2	137	23	0	414	4	39	175	1.5e-59	233.4

EHE22_17110	ENOG4107RJJ_119	90.2	256	25	0	1	768	1	256	4.2e-124	448.4

EHE22_17115	ENOG4105K89_292	86.7	135	18	0	1	405	1	135	3.5e-64	248.4

EHE22_17120	ENOG4108UUM_855	96.7	120	4	0	522	163	25	144	1.7e-60	236.5

EHE22_17125	ENOG4105C5U_1807	95.8	974	41	0	1	2922	1	974	0.0e+00	1866.7

EHE22_17130	ENOG4108T58_52	65.8	237	80	1	711	4	21	257	1.6e-91	340.1

EHE22_17135	ENOG4105K70_793	98.9	91	1	0	276	4	1	91	6.1e-41	170.6

EHE22_17140	ENOG4105C6P_589	95.6	812	31	1	2424	4	1	812	0.0e+00	1465.7

EHE22_17145	ENOG4105CHN_627	97.2	424	12	0	1275	4	1	424	1.1e-233	813.1

EHE22_17150	ENOG4105CCQ_730	95.7	209	9	0	630	4	22	230	5.7e-111	404.4

EHE22_17155	ENOG4105C1N_269	87.5	472	59	0	1419	4	1	472	6.0e-233	810.8

EHE22_17160	ENOG4105KW8_111	100.0	77	0	0	237	7	1	77	6.6e-36	153.7

EHE22_17170	ENOG4105Q18_9	86.7	264	35	0	843	52	1	264	1.8e-139	499.6

EHE22_17175	ENOG4105C1A_643	95.0	458	23	0	1377	4	1	458	1.9e-244	849.0

EHE22_17180	ENOG4105C1W_2324	97.1	453	13	0	1362	4	1	453	5.9e-246	854.0

EHE22_17185	ENOG4105ES5_499	86.4	784	93	4	2316	7	1	784	0.0e+00	1264.6

EHE22_17190	ENOG4105C1W_59	94.9	488	25	0	1470	7	1	488	1.6e-265	919.1

EHE22_17195	ENOG4105CUX_643	87.1	371	48	0	1149	37	1	371	6.9e-187	657.5

EHE22_17200	ENOG4105CEH_412	87.3	332	40	1	993	4	1	332	8.4e-165	583.9

EHE22_17205	ENOG4108UH8_981	80.4	403	79	0	1	1209	19	421	6.4e-183	644.4

EHE22_17210	ENOG4107TH8_79	81.2	160	30	0	7	486	4	163	4.6e-63	245.0

EHE22_17215	ENOG4108Z1B_84	90.7	150	14	0	456	7	1	150	5.7e-76	287.7

EHE22_17220	ENOG4105C0G_787	94.4	321	17	1	963	4	11	331	5.1e-175	617.8

EHE22_17230	ENOG4107QN2_2491	86.0	486	62	1	1446	7	24	509	1.0e-243	846.7

EHE22_17235	ENOG4105FVA_7	59.0	195	80	0	588	4	1	195	5.5e-55	218.4

EHE22_17240	ENOG4105C7S_354	90.8	447	37	2	1341	4	1	444	1.5e-196	689.9

EHE22_17245	ENOG4105CPP_427	91.8	465	35	1	1389	4	1	465	3.1e-226	788.5

EHE22_17250	ENOG4107R0V_462	85.0	346	52	0	1041	4	1	346	1.3e-168	596.7

EHE22_17255	ENOG4105VG3_43	93.6	109	7	0	330	4	1	109	1.0e-50	203.4

EHE22_17260	ENOG4105KCV_109	89.7	117	12	0	354	4	1	117	5.6e-55	217.6

EHE22_17265	ENOG4105HQ9_29	63.7	193	70	0	582	4	1	193	5.2e-66	255.0

EHE22_17270	ENOG4105C70_1148	94.1	425	25	0	1278	4	1	425	6.2e-229	797.3

EHE22_17275	ENOG4105CXR_517	88.4	277	32	0	834	4	1	277	7.3e-138	494.2

EHE22_17280	ENOG4108PDK_16	47.8	291	152	0	885	13	6	296	4.3e-67	259.2

EHE22_17285	ENOG4105C8D_573	91.9	542	44	0	1629	4	1	542	8.5e-300	1033.1

EHE22_17290	ENOG4108VZI_26	71.6	232	61	2	690	4	1	230	1.6e-90	336.7

EHE22_17295	ENOG4105N1X_12	93.3	90	6	0	450	181	1	90	1.3e-35	153.7

EHE22_17300	ENOG4105CP7_610	88.6	254	29	0	765	4	1	254	2.6e-126	455.7

EHE22_17305	ENOG4107RM4_165	82.6	628	109	0	1	1884	1	628	1.0e-259	900.2

EHE22_17310	ENOG4108I0Q_760	89.3	337	36	0	1	1011	1	337	7.5e-161	570.9

EHE22_17315	ENOG4105DK0_1311	89.4	264	28	0	1	792	1	264	1.0e-125	453.8

EHE22_17320	ENOG4108YXW_944	86.7	158	21	0	1	474	1	158	5.9e-68	261.2

EHE22_17325	ENOG4105CVM_952	78.0	404	89	0	1	1212	1	404	2.3e-177	625.9

EHE22_17330	ENOG4105DS7_215	93.3	240	15	1	1	720	1	239	4.1e-121	438.3

EHE22_17335	ENOG4107S72_49	64.8	826	283	4	2532	61	7	826	2.6e-295	1018.8

EHE22_17340	ENOG4105C20_1448	90.9	472	43	0	1	1416	1	472	1.4e-253	879.4

EHE22_17345	ENOG4105BZN_808	97.4	430	11	0	1	1290	1	430	4.8e-253	877.5

EHE22_17350	ENOG4105D0V_161	80.0	390	78	0	1188	19	1	390	1.6e-178	629.8

EHE22_17355	ENOG4105GYT_213	73.0	296	76	1	888	13	17	312	1.6e-114	416.8

EHE22_17360	ENOG4105DAF_25	79.1	278	58	0	837	4	1	278	5.1e-91	338.6

EHE22_17365	ENOG4108YXN_140	77.4	155	34	1	471	10	1	155	5.7e-63	244.6

EHE22_17370	ENOG4105D7M_896	86.6	351	47	0	1056	4	1	351	1.1e-109	401.0

EHE22_17375	ENOG4105E1Z_196	89.9	792	69	3	2367	4	1	785	0.0e+00	1412.5

EHE22_17380	ENOG4105DZP_470	90.5	379	36	0	1140	4	1	379	7.0e-200	700.7

EHE22_17385	ENOG4105KNE_967	90.0	270	27	0	813	4	1	270	3.1e-133	478.8

EHE22_17390	ENOG4105CR3_367	85.9	255	36	0	768	4	1	255	2.2e-120	436.0

EHE22_17395	ENOG4108VCV_335	93.5	186	12	0	561	4	1	186	1.4e-89	333.2

EHE22_17400	ENOG4105C41_190	96.2	240	9	0	723	4	1	240	7.5e-123	444.1

EHE22_17405	ENOG4105CU7_1002	92.1	305	24	0	918	4	41	345	9.8e-144	513.8

EHE22_17410	ENOG4105CE9_905	95.7	256	11	0	771	4	1	256	4.0e-138	495.0

EHE22_17415	ENOG4108QKR_27	83.5	279	46	0	840	4	1	279	1.1e-130	470.3

EHE22_17420	ENOG4108ZCE_517	92.9	154	11	0	1	462	8	161	5.6e-71	271.2

EHE22_17425	ENOG4107QVR_89	84.2	241	38	0	1	723	4	244	6.6e-119	431.0

EHE22_17430	ENOG4105D0F_361	80.0	395	79	0	1	1185	10	404	1.9e-192	676.0

EHE22_17435	ENOG4105K59_375	89.3	140	15	0	1	420	1	140	2.5e-65	252.3

EHE22_17440	ENOG41063R3_2	83.5	115	19	0	348	4	1	115	8.5e-48	193.7

EHE22_17445	ENOG4107X8K_27	85.2	216	32	0	651	4	38	253	5.4e-96	354.8

EHE22_17450	ENOG4105C2Z_2304	94.5	824	45	0	2475	4	1	824	0.0e+00	1489.6

EHE22_17455	ENOG4105KAE_418	96.3	109	4	0	330	4	40	148	4.7e-56	221.1

EHE22_17460	ENOG4105DZ1_694	86.1	469	64	1	1	1404	1	469	4.3e-223	778.1

EHE22_17470	ENOG4105K97_138	93.1	145	10	0	438	4	1	145	2.4e-76	288.9

EHE22_17475	ENOG4105EJQ_461	88.0	467	56	0	1404	4	1	467	2.8e-243	845.1

EHE22_17480	ENOG4107B04_90	77.7	264	59	0	795	4	16	279	2.3e-112	409.5

EHE22_17485	ENOG4108P5J_57	81.8	318	58	0	25	978	9	326	2.9e-149	532.3

EHE22_17490	ENOG4105PCZ_88	93.0	128	9	0	387	4	2	129	3.3e-61	238.4

EHE22_17500	ENOG410685W_6	73.0	111	29	1	1	330	1	111	1.9e-39	166.0

EHE22_17505	ENOG410617Q_4	43.4	106	59	1	1	318	1	105	9.1e-12	73.9

EHE22_17510	ENOG4105CSD_210	91.0	155	14	0	1	465	1	155	6.9e-85	317.4

EHE22_17515	ENOG4108UM8_244	91.1	180	16	0	1	540	1	180	4.7e-93	344.7

EHE22_17520	ENOG4105CFF_187	93.8	470	29	0	1413	4	21	490	5.5e-255	884.0

EHE22_17525	ENOG4107QX3_1000	95.7	510	22	0	1	1530	1	510	7.5e-282	973.4

EHE22_17530	ENOG4108EZK_12	89.8	667	68	0	1	2001	3	669	0.0e+00	1203.7

EHE22_17535	ENOG4105D5P_380	94.5	708	39	0	13	2136	7	714	0.0e+00	1314.7

EHE22_17540	ENOG4107E86_7	79.2	120	25	0	363	4	1	120	9.8e-47	190.3

EHE22_17545	ENOG4105MBG_47	83.3	120	20	0	1	360	1	120	3.0e-49	198.7

EHE22_17550	ENOG4105YWN_5	79.1	177	37	0	1	531	1	177	1.1e-65	253.8

EHE22_17555	ENOG4105CV8_989	76.5	281	66	0	846	4	1	281	1.2e-124	450.3

EHE22_17560	ENOG4105F03_100	87.1	278	36	0	837	4	1	278	8.7e-139	497.3

EHE22_17565	ENOG4105CVS_133	90.5	275	26	0	831	7	1	275	4.3e-138	495.0

EHE22_17570	ENOG4107R7Y_395	91.2	193	17	0	1	579	1	193	2.7e-102	375.6

EHE22_17575	ENOG4105WVJ_8	82.4	125	22	0	1	375	1	125	3.3e-56	221.9

EHE22_17580	ENOG4105D5N_325	99.3	404	3	0	1	1212	1	404	6.9e-238	827.0

EHE22_17585	ENOG4105KEC_142	81.2	144	27	0	10	441	5	148	2.1e-67	259.2

EHE22_17590	ENOG4108S9X_88	88.2	203	24	0	1	609	1	203	5.0e-107	391.3

EHE22_17595	ENOG4108ZHR_145	87.1	224	29	0	675	4	1	224	2.9e-108	395.6

EHE22_17600	ENOG4105G5K_71	89.8	108	11	0	1	324	1	108	1.6e-51	206.1

EHE22_17605	ENOG41080IT_92	81.0	116	22	0	1	348	1	116	2.4e-50	202.2

EHE22_17610	ENOG4105CIM_25	91.3	884	77	0	2658	7	1	884	0.0e+00	1597.4

EHE22_17615	ENOG4105C68_509	97.2	361	8	2	1086	7	1	360	1.4e-189	666.4

EHE22_17620	ENOG4108ZG0_595	92.3	221	17	0	666	4	1	221	3.6e-87	325.5

EHE22_17625	ENOG4108UVB_38	90.1	191	19	0	585	13	1	191	1.2e-97	360.1

EHE22_17630	ENOG4105G9M_31	59.4	128	52	0	1	384	1	128	7.8e-42	174.1

EHE22_17635	ENOG4105D1H_248	96.1	438	17	0	1317	4	1	438	5.6e-241	837.4

EHE22_17640	ENOG4105C0H_763	77.4	477	105	3	1434	4	6	479	6.8e-200	701.0

EHE22_17645	ENOG4108ZT0_934	98.6	142	2	0	429	4	1	142	2.4e-68	262.3

EHE22_17650	ENOG4105CTF_1547	99.1	337	3	0	1014	4	1	337	6.5e-189	664.1

EHE22_17655	ENOG4108UHH_1122	98.4	129	2	0	390	4	1	129	1.1e-64	250.0

EHE22_17660	ENOG4108Z04_1076	95.9	122	5	0	369	4	1	122	5.1e-59	231.1

EHE22_17665	ENOG4105CC8_1163	98.5	194	3	0	585	4	1	194	9.4e-100	367.1

EHE22_17670	ENOG4105CGG_1203	96.4	446	16	0	1341	4	1	446	1.2e-238	829.7

